sub_module,layer_idx,channel,gamma_llm,gamma_vlm,abs_delta,rel_delta
q_norm,14,63,1.65625,1.65625,0.0,0.0
q_norm,14,64,1.609375,1.609375,0.0,0.0
q_norm,14,65,1.359375,1.4140625,0.0546875,0.04022988677024841
q_norm,14,66,1.3828125,1.4296875,0.046875,0.033898305147886276
q_norm,14,67,1.015625,1.0234375,0.0078125,0.007692307699471712
q_norm,14,68,1.5546875,1.6015625,0.046875,0.030150754377245903
q_norm,14,69,1.171875,1.203125,0.03125,0.02666666731238365
q_norm,14,70,0.515625,0.52734375,0.01171875,0.022727273404598236
q_norm,14,71,1.5703125,1.609375,0.0390625,0.024875622242689133
q_norm,14,72,0.89453125,0.953125,0.05859375,0.06550218164920807
q_norm,14,73,1.5234375,1.5546875,0.03125,0.020512821152806282
q_norm,14,74,1.6328125,1.640625,0.0078125,0.0047846888191998005
q_norm,14,75,1.296875,1.3359375,0.0390625,0.0301204826682806
q_norm,14,76,1.78125,1.8125,0.03125,0.017543859779834747
q_norm,14,77,1.3046875,1.328125,0.0234375,0.01796407252550125
q_norm,14,78,1.7890625,1.8046875,0.015625,0.008733624592423439
q_norm,14,79,1.234375,1.2421875,0.0078125,0.006329114083200693
q_norm,14,80,1.8125,1.8359375,0.0234375,0.01293103490024805
q_norm,14,81,1.515625,1.5234375,0.0078125,0.005154639016836882
q_norm,14,82,1.5859375,1.6015625,0.015625,0.009852216579020023
q_norm,14,83,1.609375,1.625,0.015625,0.009708737954497337
q_norm,14,84,1.65625,1.65625,0.0,0.0
q_norm,14,85,1.953125,1.9765625,0.0234375,0.012000000104308128
q_norm,14,86,1.140625,1.1484375,0.0078125,0.006849315017461777
q_norm,14,87,1.6875,1.703125,0.015625,0.009259259328246117
q_norm,14,88,1.7890625,1.8046875,0.015625,0.008733624592423439
q_norm,14,89,1.484375,1.4921875,0.0078125,0.005263158120214939
q_norm,14,90,1.8046875,1.8203125,0.015625,0.008658008649945259
q_norm,14,91,0.28125,0.279296875,0.001953125,0.0069444444961845875
q_norm,14,92,1.65625,1.6640625,0.0078125,0.004716981202363968
q_norm,14,93,1.4296875,1.421875,0.0078125,0.005464480724185705
q_norm,14,94,1.671875,1.671875,0.0,0.0
q_norm,14,95,1.9296875,1.9609375,0.03125,0.016194332391023636
q_norm,14,96,1.8984375,1.9140625,0.015625,0.008230452425777912
q_norm,14,97,1.796875,1.8125,0.015625,0.008695651777088642
q_norm,14,98,2.203125,2.40625,0.203125,0.09219858050346375
q_norm,14,99,1.59375,1.6015625,0.0078125,0.0049019609577953815
q_norm,14,100,1.8984375,1.9140625,0.015625,0.008230452425777912
q_norm,14,101,1.875,1.8828125,0.0078125,0.004166666883975267
q_norm,14,102,2.25,2.28125,0.03125,0.013888888992369175
q_norm,14,103,1.9140625,1.9140625,0.0,0.0
q_norm,14,104,1.84375,1.8515625,0.0078125,0.0042372881434857845
q_norm,14,105,1.9609375,1.9609375,0.0,0.0
q_norm,14,106,0.55078125,0.5390625,0.01171875,0.021276595070958138
q_norm,14,107,1.953125,1.9453125,0.0078125,0.004000000189989805
q_norm,14,108,1.7890625,1.78125,0.0078125,0.0043668122962117195
q_norm,14,109,2.28125,2.265625,0.015625,0.006849315017461777
q_norm,14,110,2.125,2.109375,0.015625,0.007352941203862429
q_norm,14,111,1.8515625,1.8515625,0.0,0.0
q_norm,14,112,2.828125,2.90625,0.078125,0.027624309062957764
q_norm,14,113,1.7890625,1.7734375,0.015625,0.008733624592423439
q_norm,14,114,1.8046875,1.8046875,0.0,0.0
q_norm,14,115,1.859375,1.8515625,0.0078125,0.004201680887490511
q_norm,14,116,1.9921875,1.984375,0.0078125,0.003921568859368563
q_norm,14,117,1.875,1.859375,0.015625,0.008333333767950535
q_norm,14,118,1.6953125,1.6875,0.0078125,0.004608294926583767
q_norm,14,119,1.9375,1.921875,0.015625,0.008064515888690948
q_norm,14,120,1.7578125,1.7421875,0.015625,0.008888889104127884
q_norm,14,121,2.140625,2.125,0.015625,0.007299270015209913
q_norm,14,122,2.3125,2.3125,0.0,0.0
q_norm,14,123,1.46875,1.4765625,0.0078125,0.005319148767739534
q_norm,14,124,1.4921875,1.5,0.0078125,0.005235602147877216
q_norm,14,125,1.8828125,1.8828125,0.0,0.0
q_norm,14,126,1.4609375,1.453125,0.0078125,0.005347593687474728
q_norm,14,127,1.5,1.4921875,0.0078125,0.0052083334885537624
q_norm,15,0,1.5625,1.5703125,0.0078125,0.004999999888241291
q_norm,15,1,0.103515625,0.087890625,0.015625,0.15094339847564697
q_norm,15,2,1.1015625,1.171875,0.0703125,0.06382978707551956
q_norm,15,3,1.5078125,1.5,0.0078125,0.005181347019970417
q_norm,15,4,1.3671875,1.4296875,0.0625,0.04571428522467613
q_norm,15,5,1.1875,1.28125,0.09375,0.07894736528396606
q_norm,15,6,1.6328125,1.6484375,0.015625,0.009569377638399601
q_norm,15,7,1.6015625,1.625,0.0234375,0.014634146355092525
q_norm,15,8,1.2890625,1.296875,0.0078125,0.0060606058686971664
q_norm,15,9,1.515625,1.546875,0.03125,0.020618556067347527
q_norm,15,10,0.1103515625,0.1083984375,0.001953125,0.017699114978313446
q_norm,15,11,1.7421875,1.7734375,0.03125,0.017937220633029938
q_norm,15,12,1.21875,1.234375,0.015625,0.012820512987673283
q_norm,15,13,1.5234375,1.5234375,0.0,0.0
q_norm,15,14,1.5,1.53125,0.03125,0.02083333395421505
q_norm,15,15,1.453125,1.46875,0.015625,0.01075268816202879
q_norm,15,16,1.8828125,1.8984375,0.015625,0.008298755623400211
q_norm,15,17,1.7890625,1.796875,0.0078125,0.0043668122962117195
q_norm,15,18,1.6171875,1.6328125,0.015625,0.009661835618317127
q_norm,15,19,1.703125,1.71875,0.015625,0.00917431153357029
q_norm,15,20,1.453125,1.4765625,0.0234375,0.016129031777381897
q_norm,15,21,1.3125,1.328125,0.015625,0.011904762126505375
q_norm,15,22,2.015625,2.03125,0.015625,0.007751937955617905
q_norm,15,23,1.4609375,1.4765625,0.015625,0.010695187374949455
q_norm,15,24,1.640625,1.6640625,0.0234375,0.014285714365541935
q_norm,15,25,1.890625,1.921875,0.03125,0.01652892492711544
q_norm,15,26,1.625,1.640625,0.015625,0.009615384973585606
q_norm,15,27,2.03125,2.0625,0.03125,0.015384615398943424
q_norm,15,28,2.0625,2.125,0.0625,0.03030303120613098
q_norm,15,29,1.9921875,2.015625,0.0234375,0.0117647061124444
q_norm,15,30,1.9609375,1.984375,0.0234375,0.011952191591262817
q_norm,15,31,2.15625,2.1875,0.03125,0.014492753893136978
q_norm,15,32,2.078125,2.109375,0.03125,0.015037594363093376
q_norm,15,33,1.8671875,1.9296875,0.0625,0.033472802489995956
q_norm,15,34,1.9765625,2.0,0.0234375,0.011857707053422928
q_norm,15,35,1.8359375,1.859375,0.0234375,0.012765957042574883
q_norm,15,36,1.9140625,1.9453125,0.03125,0.016326529905200005
q_norm,15,37,1.6796875,1.6796875,0.0,0.0
q_norm,15,38,2.03125,2.0625,0.03125,0.015384615398943424
q_norm,15,39,2.09375,2.109375,0.015625,0.007462686393409967
q_norm,15,40,1.8984375,1.9140625,0.015625,0.008230452425777912
q_norm,15,41,2.015625,2.015625,0.0,0.0
q_norm,15,42,2.09375,2.09375,0.0,0.0
q_norm,15,43,2.109375,2.109375,0.0,0.0
q_norm,15,44,2.0,2.015625,0.015625,0.0078125
q_norm,15,45,1.0703125,1.0625,0.0078125,0.007299270015209913
q_norm,15,46,1.7578125,1.7578125,0.0,0.0
q_norm,15,47,2.1875,2.1875,0.0,0.0
q_norm,15,48,2.265625,2.25,0.015625,0.006896551698446274
q_norm,15,49,1.78125,1.7734375,0.0078125,0.004385964944958687
q_norm,15,50,1.84375,1.84375,0.0,0.0
q_norm,15,51,1.7734375,1.765625,0.0078125,0.0044052861630916595
q_norm,15,52,1.859375,1.859375,0.0,0.0
q_norm,15,53,1.8125,1.8125,0.0,0.0
q_norm,15,54,1.9296875,1.921875,0.0078125,0.004048583097755909
q_norm,15,55,1.703125,1.703125,0.0,0.0
q_norm,15,56,1.796875,1.7890625,0.0078125,0.004347825888544321
q_norm,15,57,1.75,1.75,0.0,0.0
q_norm,15,58,1.8046875,1.8046875,0.0,0.0
q_norm,15,59,1.75,1.7578125,0.0078125,0.004464285913854837
q_norm,15,60,1.6796875,1.6875,0.0078125,0.004651162773370743
q_norm,15,61,1.6640625,1.6640625,0.0,0.0
q_norm,15,62,1.78125,1.78125,0.0,0.0
q_norm,15,63,1.9453125,1.9453125,0.0,0.0
q_norm,15,64,1.4140625,1.421875,0.0078125,0.005524862091988325
q_norm,15,65,-0.00933837890625,-0.0172119140625,0.00787353515625,0.843137264251709
q_norm,15,66,0.036376953125,0.0390625,0.002685546875,0.07382550090551376
q_norm,15,67,1.6328125,1.65625,0.0234375,0.014354066923260689
q_norm,15,68,1.40625,1.4375,0.03125,0.02222222276031971
q_norm,15,69,1.2734375,1.296875,0.0234375,0.01840490847826004
q_norm,15,70,1.390625,1.40625,0.015625,0.01123595517128706
q_norm,15,71,1.4296875,1.5078125,0.078125,0.054644808173179626
q_norm,15,72,1.453125,1.5,0.046875,0.032258063554763794
q_norm,15,73,1.515625,1.546875,0.03125,0.020618556067347527
q_norm,15,74,1.875,1.9140625,0.0390625,0.02083333395421505
q_norm,15,75,1.7265625,1.75,0.0234375,0.013574660755693913
q_norm,15,76,1.21875,1.25,0.03125,0.025641025975346565
q_norm,15,77,1.59375,1.6328125,0.0390625,0.02450980432331562
q_norm,15,78,1.7265625,1.7421875,0.015625,0.009049774147570133
q_norm,15,79,1.5859375,1.609375,0.0234375,0.014778325334191322
q_norm,15,80,1.6328125,1.65625,0.0234375,0.014354066923260689
q_norm,15,81,1.828125,1.8515625,0.0234375,0.012820512987673283
q_norm,15,82,1.546875,1.578125,0.03125,0.020202020183205605
q_norm,15,83,2.0,2.03125,0.03125,0.015625
q_norm,15,84,1.84375,1.859375,0.015625,0.008474576286971569
q_norm,15,85,1.765625,1.8046875,0.0390625,0.022123893722891808
q_norm,15,86,2.03125,2.046875,0.015625,0.007692307699471712
q_norm,15,87,1.953125,2.0,0.046875,0.024000000208616257
q_norm,15,88,1.6484375,1.6640625,0.015625,0.009478673338890076
q_norm,15,89,1.59375,1.6171875,0.0234375,0.014705882407724857
q_norm,15,90,1.9765625,2.015625,0.0390625,0.01976284570991993
q_norm,15,91,2.046875,2.078125,0.03125,0.015267175622284412
q_norm,15,92,1.4609375,1.4765625,0.015625,0.010695187374949455
q_norm,15,93,1.953125,1.984375,0.03125,0.01600000075995922
q_norm,15,94,1.8828125,1.9140625,0.03125,0.016597511246800423
q_norm,15,95,1.890625,1.90625,0.015625,0.00826446246355772
q_norm,15,96,2.0625,2.09375,0.03125,0.01515151560306549
q_norm,15,97,1.234375,1.21875,0.015625,0.012658228166401386
q_norm,15,98,1.9296875,1.9609375,0.03125,0.016194332391023636
q_norm,15,99,2.09375,2.125,0.03125,0.014925372786819935
q_norm,15,100,2.109375,2.140625,0.03125,0.014814814552664757
q_norm,15,101,1.9296875,1.984375,0.0546875,0.028340080752968788
q_norm,15,102,1.9921875,2.0,0.0078125,0.003921568859368563
q_norm,15,103,2.015625,2.046875,0.03125,0.01550387591123581
q_norm,15,104,1.703125,1.7265625,0.0234375,0.013761468231678009
q_norm,15,105,1.9609375,1.96875,0.0078125,0.0039840638637542725
q_norm,15,106,2.09375,2.109375,0.015625,0.007462686393409967
q_norm,15,107,2.09375,2.109375,0.015625,0.007462686393409967
q_norm,15,108,2.078125,2.09375,0.015625,0.007518797181546688
q_norm,15,109,2.171875,2.21875,0.046875,0.02158273383975029
q_norm,15,110,2.328125,2.328125,0.0,0.0
q_norm,15,111,2.1875,2.171875,0.015625,0.0071428571827709675
q_norm,15,112,2.3125,2.296875,0.015625,0.006756756920367479
q_norm,15,113,1.7734375,1.765625,0.0078125,0.0044052861630916595
q_norm,15,114,1.90625,1.890625,0.015625,0.008196720853447914
q_norm,15,115,1.828125,1.8203125,0.0078125,0.004273504484444857
q_norm,15,116,1.5,1.4921875,0.0078125,0.0052083334885537624
q_norm,15,117,1.703125,1.6953125,0.0078125,0.004587155766785145
q_norm,15,118,1.8671875,1.8671875,0.0,0.0
q_norm,15,119,1.6953125,1.6875,0.0078125,0.004608294926583767
q_norm,15,120,1.8359375,1.828125,0.0078125,0.0042553190141916275
q_norm,15,121,1.7265625,1.71875,0.0078125,0.004524887073785067
q_norm,15,122,1.8046875,1.796875,0.0078125,0.0043290043249726295
q_norm,15,123,1.703125,1.7109375,0.0078125,0.004587155766785145
q_norm,15,124,1.8671875,1.8671875,0.0,0.0
q_norm,15,125,1.515625,1.5078125,0.0078125,0.005154639016836882
q_norm,15,126,2.296875,2.296875,0.0,0.0
q_norm,15,127,1.9609375,1.9609375,0.0,0.0
q_norm,16,0,1.59375,1.59375,0.0,0.0
q_norm,16,1,0.11474609375,0.099609375,0.01513671875,0.1319148987531662
q_norm,16,2,1.1953125,1.2265625,0.03125,0.026143791154026985
q_norm,16,3,0.0537109375,0.048095703125,0.005615234375,0.10454545170068741
q_norm,16,4,1.4609375,1.484375,0.0234375,0.01604278013110161
q_norm,16,5,1.3046875,1.3203125,0.015625,0.011976048350334167
q_norm,16,6,1.421875,1.4296875,0.0078125,0.005494505632668734
q_norm,16,7,1.3984375,1.421875,0.0234375,0.016759777441620827
q_norm,16,8,1.2578125,1.25,0.0078125,0.006211180239915848
q_norm,16,9,1.609375,1.625,0.015625,0.009708737954497337
q_norm,16,10,0.76171875,0.8046875,0.04296875,0.056410256773233414
q_norm,16,11,1.4609375,1.4609375,0.0,0.0
q_norm,16,12,1.4296875,1.46875,0.0390625,0.027322404086589813
q_norm,16,13,1.25,1.2734375,0.0234375,0.01875000074505806
q_norm,16,14,1.4453125,1.4453125,0.0,0.0
q_norm,16,15,1.265625,1.296875,0.03125,0.02469135820865631
q_norm,16,16,1.4765625,1.515625,0.0390625,0.026455026119947433
q_norm,16,17,1.546875,1.5546875,0.0078125,0.005050505045801401
q_norm,16,18,1.4375,1.46875,0.03125,0.021739130839705467
q_norm,16,19,1.6640625,1.6796875,0.015625,0.009389671497046947
q_norm,16,20,1.53125,1.546875,0.015625,0.010204081423580647
q_norm,16,21,1.375,1.390625,0.015625,0.011363636702299118
q_norm,16,22,1.609375,1.6484375,0.0390625,0.02427184395492077
q_norm,16,23,1.78125,1.8125,0.03125,0.017543859779834747
q_norm,16,24,1.1796875,1.1875,0.0078125,0.0066225165501236916
q_norm,16,25,1.65625,1.6796875,0.0234375,0.014150943607091904
q_norm,16,26,1.65625,1.671875,0.015625,0.009433962404727936
q_norm,16,27,1.6015625,1.6484375,0.046875,0.02926829271018505
q_norm,16,28,1.7265625,1.7421875,0.015625,0.009049774147570133
q_norm,16,29,1.859375,1.90625,0.046875,0.02521008439362049
q_norm,16,30,1.359375,1.3515625,0.0078125,0.005747126415371895
q_norm,16,31,2.09375,2.1875,0.09375,0.04477611929178238
q_norm,16,32,1.7890625,1.8203125,0.03125,0.017467249184846878
q_norm,16,33,1.6328125,1.6484375,0.015625,0.009569377638399601
q_norm,16,34,1.9296875,1.96875,0.0390625,0.02024291455745697
q_norm,16,35,1.875,1.90625,0.03125,0.01666666753590107
q_norm,16,36,2.046875,2.109375,0.0625,0.030534351244568825
q_norm,16,37,1.7421875,1.765625,0.0234375,0.013452914543449879
q_norm,16,38,1.65625,1.671875,0.015625,0.009433962404727936
q_norm,16,39,1.8828125,1.8984375,0.015625,0.008298755623400211
q_norm,16,40,0.97265625,0.953125,0.01953125,0.0200803205370903
q_norm,16,41,1.734375,1.7578125,0.0234375,0.013513513840734959
q_norm,16,42,1.609375,1.625,0.015625,0.009708737954497337
q_norm,16,43,1.984375,2.0,0.015625,0.007874015718698502
q_norm,16,44,2.046875,2.046875,0.0,0.0
q_norm,16,45,1.6640625,1.6640625,0.0,0.0
q_norm,16,46,1.7734375,1.78125,0.0078125,0.0044052861630916595
q_norm,16,47,1.6484375,1.6640625,0.015625,0.009478673338890076
q_norm,16,48,0.703125,0.69921875,0.00390625,0.0055555556900799274
q_norm,16,49,1.421875,1.4296875,0.0078125,0.005494505632668734
q_norm,16,50,1.59375,1.59375,0.0,0.0
q_norm,16,51,1.578125,1.5703125,0.0078125,0.004950494971126318
q_norm,16,52,1.53125,1.53125,0.0,0.0
q_norm,16,53,1.484375,1.4921875,0.0078125,0.005263158120214939
q_norm,16,54,3.203125,3.203125,0.0,0.0
q_norm,16,55,1.609375,1.609375,0.0,0.0
q_norm,16,56,1.59375,1.59375,0.0,0.0
q_norm,16,57,1.671875,1.671875,0.0,0.0
q_norm,16,58,2.28125,2.28125,0.0,0.0
q_norm,16,59,1.5546875,1.5625,0.0078125,0.005025125574320555
q_norm,16,60,1.4765625,1.4765625,0.0,0.0
q_norm,16,61,1.875,1.875,0.0,0.0
q_norm,16,62,1.953125,1.9609375,0.0078125,0.004000000189989805
q_norm,16,63,1.8203125,1.8203125,0.0,0.0
q_norm,16,64,1.4140625,1.40625,0.0078125,0.005524862091988325
q_norm,16,65,0.017578125,0.0201416015625,0.0025634765625,0.1458333283662796
q_norm,16,66,1.2890625,1.3046875,0.015625,0.012121211737394333
q_norm,16,67,0.0213623046875,0.0201416015625,0.001220703125,0.05714285746216774
q_norm,16,68,1.4609375,1.515625,0.0546875,0.03743315488100052
q_norm,16,69,1.265625,1.28125,0.015625,0.012345679104328156
q_norm,16,70,1.3515625,1.375,0.0234375,0.017341040074825287
q_norm,16,71,1.3046875,1.3515625,0.046875,0.0359281450510025
q_norm,16,72,1.40625,1.421875,0.015625,0.011111111380159855
q_norm,16,73,1.40625,1.4296875,0.0234375,0.01666666753590107
q_norm,16,74,0.87109375,0.90234375,0.03125,0.035874441266059875
q_norm,16,75,1.5078125,1.5,0.0078125,0.005181347019970417
q_norm,16,76,1.4453125,1.4609375,0.015625,0.010810811072587967
q_norm,16,77,1.1953125,1.21875,0.0234375,0.019607843831181526
q_norm,16,78,1.5390625,1.53125,0.0078125,0.005076142027974129
q_norm,16,79,1.328125,1.359375,0.03125,0.0235294122248888
q_norm,16,80,1.3828125,1.40625,0.0234375,0.016949152573943138
q_norm,16,81,1.6953125,1.703125,0.0078125,0.004608294926583767
q_norm,16,82,1.328125,1.3671875,0.0390625,0.029411764815449715
q_norm,16,83,1.8203125,1.859375,0.0390625,0.021459227427840233
q_norm,16,84,1.6953125,1.7421875,0.046875,0.0276497695595026
q_norm,16,85,1.625,1.6796875,0.0546875,0.03365384787321091
q_norm,16,86,1.5078125,1.5234375,0.015625,0.010362694039940834
q_norm,16,87,1.7265625,1.75,0.0234375,0.013574660755693913
q_norm,16,88,1.5078125,1.5859375,0.078125,0.05181347206234932
q_norm,16,89,1.78125,1.8125,0.03125,0.017543859779834747
q_norm,16,90,1.7578125,1.7890625,0.03125,0.017777778208255768
q_norm,16,91,1.4375,1.453125,0.015625,0.010869565419852734
q_norm,16,92,1.796875,1.828125,0.03125,0.017391303554177284
q_norm,16,93,1.6640625,1.6875,0.0234375,0.014084506779909134
q_norm,16,94,1.8828125,1.953125,0.0703125,0.037344399839639664
q_norm,16,95,1.40625,1.3984375,0.0078125,0.0055555556900799274
q_norm,16,96,1.6953125,1.7109375,0.015625,0.009216589853167534
q_norm,16,97,1.8515625,1.8828125,0.03125,0.016877636313438416
q_norm,16,98,1.53125,1.5390625,0.0078125,0.005102040711790323
q_norm,16,99,1.75,1.765625,0.015625,0.008928571827709675
q_norm,16,100,1.578125,1.5859375,0.0078125,0.004950494971126318
q_norm,16,101,1.828125,1.859375,0.03125,0.017094017937779427
q_norm,16,102,1.953125,1.984375,0.03125,0.01600000075995922
q_norm,16,103,1.8515625,1.859375,0.0078125,0.004219409078359604
q_norm,16,104,2.296875,2.4375,0.140625,0.06122449040412903
q_norm,16,105,1.8671875,1.890625,0.0234375,0.012552301399409771
q_norm,16,106,1.8671875,1.8828125,0.015625,0.008368200622498989
q_norm,16,107,1.734375,1.7578125,0.0234375,0.013513513840734959
q_norm,16,108,1.75,1.7578125,0.0078125,0.004464285913854837
q_norm,16,109,1.9453125,1.9609375,0.015625,0.00803212821483612
q_norm,16,110,1.78125,1.7890625,0.0078125,0.004385964944958687
q_norm,16,111,1.84375,1.8515625,0.0078125,0.0042372881434857845
q_norm,16,112,2.625,2.6875,0.0625,0.02380952425301075
q_norm,16,113,1.8828125,1.890625,0.0078125,0.004149377811700106
q_norm,16,114,1.6484375,1.6484375,0.0,0.0
q_norm,16,115,1.84375,1.84375,0.0,0.0
q_norm,16,116,1.9140625,1.9140625,0.0,0.0
q_norm,16,117,1.84375,1.84375,0.0,0.0
q_norm,16,118,1.0859375,1.0859375,0.0,0.0
q_norm,16,119,1.78125,1.78125,0.0,0.0
q_norm,16,120,1.5625,1.5625,0.0,0.0
q_norm,16,121,2.0625,2.046875,0.015625,0.007575757801532745
q_norm,16,122,1.3359375,1.3359375,0.0,0.0
q_norm,16,123,1.65625,1.65625,0.0,0.0
q_norm,16,124,1.671875,1.671875,0.0,0.0
q_norm,16,125,1.3203125,1.328125,0.0078125,0.005917159840464592
q_norm,16,126,1.2265625,1.2265625,0.0,0.0
q_norm,16,127,1.6484375,1.6484375,0.0,0.0
q_norm,17,0,1.390625,1.40625,0.015625,0.01123595517128706
q_norm,17,1,0.2373046875,0.2158203125,0.021484375,0.09053497761487961
q_norm,17,2,-0.05419921875,-0.053466796875,0.000732421875,0.013513513840734959
q_norm,17,3,1.390625,1.390625,0.0,0.0
q_norm,17,4,1.8671875,1.9140625,0.046875,0.025104602798819542
q_norm,17,5,0.203125,0.18359375,0.01953125,0.09615384787321091
q_norm,17,6,1.3203125,1.34375,0.0234375,0.017751479521393776
q_norm,17,7,1.4609375,1.5,0.0390625,0.026737967506051064
q_norm,17,8,1.28125,1.2734375,0.0078125,0.006097560748457909
q_norm,17,9,1.546875,1.5625,0.015625,0.010101010091602802
q_norm,17,10,1.4609375,1.4765625,0.015625,0.010695187374949455
q_norm,17,11,1.671875,1.6953125,0.0234375,0.014018691144883633
q_norm,17,12,1.40625,1.4140625,0.0078125,0.0055555556900799274
q_norm,17,13,1.6171875,1.640625,0.0234375,0.014492753893136978
q_norm,17,14,1.4375,1.453125,0.015625,0.010869565419852734
q_norm,17,15,1.78125,1.796875,0.015625,0.008771929889917374
q_norm,17,16,1.3828125,1.4140625,0.03125,0.02259887009859085
q_norm,17,17,1.3828125,1.4296875,0.046875,0.033898305147886276
q_norm,17,18,1.703125,1.7421875,0.0390625,0.0229357797652483
q_norm,17,19,1.4296875,1.4453125,0.015625,0.01092896144837141
q_norm,17,20,1.6875,1.703125,0.015625,0.009259259328246117
q_norm,17,21,1.8515625,1.8671875,0.015625,0.008438818156719208
q_norm,17,22,1.71875,1.734375,0.015625,0.00909090880304575
q_norm,17,23,1.84375,1.8671875,0.0234375,0.012711863964796066
q_norm,17,24,1.90625,1.9296875,0.0234375,0.012295082211494446
q_norm,17,25,1.6640625,1.75,0.0859375,0.051643192768096924
q_norm,17,26,1.8671875,1.890625,0.0234375,0.012552301399409771
q_norm,17,27,1.8828125,1.9375,0.0546875,0.029045643284916878
q_norm,17,28,1.859375,1.875,0.015625,0.008403361774981022
q_norm,17,29,1.8125,1.8671875,0.0546875,0.03017241321504116
q_norm,17,30,2.125,2.234375,0.109375,0.05147058889269829
q_norm,17,31,1.890625,1.9296875,0.0390625,0.020661156624555588
q_norm,17,32,1.8125,1.8359375,0.0234375,0.01293103490024805
q_norm,17,33,2.046875,2.09375,0.046875,0.022900763899087906
q_norm,17,34,2.015625,2.0625,0.046875,0.023255813866853714
q_norm,17,35,1.90625,1.9453125,0.0390625,0.02049180306494236
q_norm,17,36,2.125,2.171875,0.046875,0.022058824077248573
q_norm,17,37,2.0625,2.09375,0.03125,0.01515151560306549
q_norm,17,38,2.265625,2.40625,0.140625,0.062068965286016464
q_norm,17,39,2.078125,2.109375,0.03125,0.015037594363093376
q_norm,17,40,2.125,2.15625,0.03125,0.014705882407724857
q_norm,17,41,2.1875,2.21875,0.03125,0.014285714365541935
q_norm,17,42,2.078125,2.109375,0.03125,0.015037594363093376
q_norm,17,43,1.6875,1.703125,0.015625,0.009259259328246117
q_norm,17,44,2.140625,2.15625,0.015625,0.007299270015209913
q_norm,17,45,2.234375,2.265625,0.03125,0.0139860138297081
q_norm,17,46,2.15625,2.15625,0.0,0.0
q_norm,17,47,2.046875,2.0625,0.015625,0.007633587811142206
q_norm,17,48,2.671875,2.703125,0.03125,0.011695906519889832
q_norm,17,49,2.71875,2.71875,0.0,0.0
q_norm,17,50,2.015625,2.015625,0.0,0.0
q_norm,17,51,1.859375,1.8671875,0.0078125,0.004201680887490511
q_norm,17,52,1.9375,1.953125,0.015625,0.008064515888690948
q_norm,17,53,1.921875,1.9296875,0.0078125,0.004065040498971939
q_norm,17,54,1.671875,1.6796875,0.0078125,0.004672897048294544
q_norm,17,55,1.75,1.7734375,0.0234375,0.013392857275903225
q_norm,17,56,1.6015625,1.6171875,0.015625,0.009756097570061684
q_norm,17,57,1.6015625,1.6171875,0.015625,0.009756097570061684
q_norm,17,58,1.6875,1.6953125,0.0078125,0.004629629664123058
q_norm,17,59,2.140625,2.15625,0.015625,0.007299270015209913
q_norm,17,60,1.546875,1.5625,0.015625,0.010101010091602802
q_norm,17,61,1.7734375,1.7890625,0.015625,0.008810572326183319
q_norm,17,62,1.9140625,1.9296875,0.015625,0.008163264952600002
q_norm,17,63,1.921875,1.9296875,0.0078125,0.004065040498971939
q_norm,17,64,1.4765625,1.453125,0.0234375,0.01587301678955555
q_norm,17,65,0.01397705078125,0.01239013671875,0.0015869140625,0.11353711783885956
q_norm,17,66,-0.001708984375,0.0032501220703125,0.0049591064453125,2.9017856121063232
q_norm,17,67,1.265625,1.296875,0.03125,0.02469135820865631
q_norm,17,68,0.0034942626953125,0.012451171875,0.0089569091796875,2.5633187294006348
q_norm,17,69,0.296875,0.318359375,0.021484375,0.07236842066049576
q_norm,17,70,1.171875,1.1796875,0.0078125,0.006666666828095913
q_norm,17,71,1.515625,1.53125,0.015625,0.010309278033673763
q_norm,17,72,1.3125,1.3671875,0.0546875,0.0416666679084301
q_norm,17,73,1.3359375,1.34375,0.0078125,0.005847953259944916
q_norm,17,74,1.296875,1.34375,0.046875,0.03614457696676254
q_norm,17,75,1.4296875,1.4375,0.0078125,0.005464480724185705
q_norm,17,76,1.296875,1.328125,0.03125,0.024096384644508362
q_norm,17,77,1.6171875,1.65625,0.0390625,0.02415458858013153
q_norm,17,78,1.359375,1.3828125,0.0234375,0.017241379246115685
q_norm,17,79,1.7734375,1.796875,0.0234375,0.013215859420597553
q_norm,17,80,1.375,1.40625,0.03125,0.022727273404598236
q_norm,17,81,1.3984375,1.4140625,0.015625,0.011173184029757977
q_norm,17,82,1.703125,1.734375,0.03125,0.01834862306714058
q_norm,17,83,1.5546875,1.6015625,0.046875,0.030150754377245903
q_norm,17,84,1.8984375,1.953125,0.0546875,0.02880658395588398
q_norm,17,85,1.671875,1.7109375,0.0390625,0.023364486172795296
q_norm,17,86,1.7890625,1.8359375,0.046875,0.026200873777270317
q_norm,17,87,1.796875,1.8359375,0.0390625,0.021739130839705467
q_norm,17,88,1.9609375,2.0,0.0390625,0.019920319318771362
q_norm,17,89,1.3359375,1.34375,0.0078125,0.005847953259944916
q_norm,17,90,1.9765625,2.015625,0.0390625,0.01976284570991993
q_norm,17,91,1.953125,1.9765625,0.0234375,0.012000000104308128
q_norm,17,92,2.046875,2.109375,0.0625,0.030534351244568825
q_norm,17,93,1.71875,1.734375,0.015625,0.00909090880304575
q_norm,17,94,1.5859375,1.5859375,0.0,0.0
q_norm,17,95,1.875,1.9140625,0.0390625,0.02083333395421505
